Date (date),Country Name (country_name),ISO Alpha 3 Code (alpha_3_code),Country Code (country_code),Region Name (region_name),Region Code (region_code),Sub-Region Name (subregion_name),Sub Region Code (subregion_code),Harmonized System Code (hs_code),Commodity Name (commodity),Quantity unit (unit),Commodity quantity (value_qt),Quantity value (INR) (value_rs),Quantity value (USD) (value_dl)
"2019-01-01","Kazakhstan","KAZ","398","Asia","142","Central Asia","143","99930090","Special Transactions N.E.S.","","",0.01,""
"2019-09-01","Nepal","NPL","524","Asia","142","Southern Asia","34","29161400","Esters Of Methacrylic Acid","Kgs",1,0.55,0
"2025-02-01","Singapore","SGP","702","Asia","142","South-eastern Asia","35","15159040","Fxd Veg Oils Of Edble Grade Viz. Mngo Krnlmahua,Rce Brn Oil","Kgs",13,0,0
"2025-06-01","Bahrain","BHR","48","Asia","142","Western Asia","145","10064000","Broken Rice","Kgs",4776,0.03,0
"2018-11-01","Nepal","NPL","524","Asia","142","Southern Asia","34","68091900","Other Boards Sheets Panels Etc Non Ornmntd","Kgs",37.19,12.04,0.02
"2024-11-01","Bangladesh","BGD","50","Asia","142","Southern Asia","34","25131000","Pumice Stone","Kgs",68,0,0
"2020-12-01","Cambodia","KHM","116","Asia","142","South-eastern Asia","35","85371000","Bords Etc For A Voltage<=1000 Vlts","Nos",0.11,0.97,0
"2025-02-01","Bahrain","BHR","48","Asia","142","Western Asia","145","4072100","Of Fowls Of The Species Gallus Domesticus","Nos",1279800,0.76,0.09
"2021-04-01","Philippines","PHL","608","Asia","142","South-eastern Asia","35","69022020","Bricks And Shapes, High Alumina","Ton",0.04,31.15,0.04
"2020-02-01","Bangladesh","BGD","50","Asia","142","Southern Asia","34","9042219","Crushed Or Ground; Other Fruits Of Genus Capsicum","Kgs",0.19,0.37,0
"2017-06-01","Indonesia","IDN","360","Asia","142","South-eastern Asia","35","33019022","Capsicum Oleoresines","Kgs",27.73,241.7,0.38
"2021-10-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","48021010","Hand Made Paper","Kgs",10.33,9,0.01
"2021-12-01","Maldives","MDV","462","Asia","142","Southern Asia","34","3061400","Crabs Frozen","Kgs",3.75,15.17,0.02
"2025-04-01","Qatar","QAT","634","Asia","142","Western Asia","145","96190010","Sanitary Towels ( Pads) Or Sanitary Napkins","Kgs",330,0.02,0
"2016-09-01","Sri Lanka","LKA","144","Asia","142","Southern Asia","34","39069090","Others Acrylic Polymers In Primary Forms Excl. Poly (Methyl Methacrylate","Kgs",146.41,133.41,0.2
"2019-06-01","Qatar","QAT","634","Asia","142","Western Asia","145","62141090","Shwls,Scrvs,Etc Of Slk,Others","Nos",0.1,0.28,0
"2024-04-01","Singapore","SGP","702","Asia","142","South-eastern Asia","35","30039090","Other Medicaments Not Put Up In Measured Doses Or In Packing","Kgs",101,0.01,0
"2016-02-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","73201020","Leaf For Springs Of Iron Or Steel","Kgs",0.3,0.42,0
"2015-11-01","Viet Nam","VNM","704","Asia","142","South-eastern Asia","35","39206210","Pltes Shts Etc Of Plyethyln Terephthalte Rigid, Plain","Kgs",17.06,15.98,0.02
"2015-11-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","39231020","Watchbox Jewellery Box And Similar Container Of Plastics","Kgs",1.34,4.79,0.01
"2017-05-01","Iraq","IRQ","368","Asia","142","Western Asia","145","29420025","Amitryptyline Hcl","Kgs",0.5,12.46,0.02
"2016-02-01","Israel","ISR","376","Asia","142","Western Asia","145","85444930","Rubber Insltd Cndctrs Fr <= 1000V Used For Not Fitted With Connectors","Mtr",0.08,0.48,0
"2015-04-01","Thailand","THA","764","Asia","142","South-eastern Asia","35","30039011","Medicants Of Ayurvedic System","Kgs",0.03,0.1,0
"2021-10-01","Oman","OMN","512","Asia","142","Western Asia","145","84818050","Expansion Valves","Kgs",0.02,1.67,0
"2024-08-01","Bhutan","BTN","64","Asia","142","Southern Asia","34","85087000","Parts","Kgs",3,0,0
"2015-01-01","Japan","JPN","392","Asia","142","Eastern Asia","30","29061100","Menthol","Kgs",0.4,6.72,0.01
"2024-04-01","Singapore","SGP","702","Asia","142","South-eastern Asia","35","38170019","Others Mixed Alkylbenzene","Kgs",139720,3.37,0.4
"2025-10-01","Lao People's Democratic Republic","LAO","418","Asia","142","South-eastern Asia","35","85072000","Other Lead-Acid Accumulators","Nos",0,1.04,0.12
"2016-01-01","Singapore","SGP","702","Asia","142","South-eastern Asia","35","30012010","Liquid Extracts Of Liver","Kgs",0.05,16.9,0.03
"2025-09-01","Kuwait","KWT","414","Asia","142","Western Asia","145","62079990","Other Smlr Garments Of Man-Made Fbres","Nos",24316,1.22,0.14
"2017-12-01","Nepal","NPL","524","Asia","142","Southern Asia","34","82041210","Hnd-Oprted Spaners-Adjustable","Kgs",6.18,15.61,0.02
"2019-08-01","Qatar","QAT","634","Asia","142","Western Asia","145","94051010","*Hangng Lmps Complete Fitngs","Nos",0.04,1.92,0
"2019-09-01","Malaysia","MYS","458","Asia","142","South-eastern Asia","35","11061090","Others","Kgs",13.65,8.32,0.01
"2020-10-01","Israel","ISR","376","Asia","142","Western Asia","145","12119029","Other Levs,Pwdr,Flurs And Pods Frsh/Drd W/N Cut Crshd/Pwdrd","Kgs",2.69,9.88,0.01
"2015-11-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","84137010","Others Centrifugal Pumps Primarily Designed To Handle Water","Nos",1.78,251.92,0.38
"2021-07-01","Japan","JPN","392","Asia","142","Eastern Asia","30","71039919","Other","Ctm",11.13,15.25,0.02
"2018-06-01","Philippines","PHL","608","Asia","142","South-eastern Asia","35","10063020","Basmati Rice","Kgs",3.5,2.31,0
"2020-07-01","China","CHN","156","Asia","142","Eastern Asia","30","25111010","Barytes Lumps","Kgs",280,11.68,0.02
"2025-05-01","Thailand","THA","764","Asia","142","South-eastern Asia","35","32029030","Enzymatic Preparations For Pre-Tanning","Kgs",2000,0.01,0
"2025-07-01","Lebanon","LBN","422","Asia","142","Western Asia","145","90178090","Othr Msrng/Chckng Instrmnts(Vernir Etc)","Nos",400,0.01,0
"2018-03-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","84822013","Tapered Roller Bearings(Radial Type) >100 Mm Or4 Inches Bore Diameter","Nos",0,0.02,""
"2021-03-01","Uzbekistan","UZB","860","Asia","142","Central Asia","143","33051090","Hair Shampoos (Non-Spirituous)","Kgs",20.51,47.39,0.07
"2021-11-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","28121300","Phosphorous Trichloride","Kgs",80,175.02,0.23
"2018-06-01","Hong Kong","HKG","344","Asia","142","Eastern Asia","30","91012100","Other Wrist-Watches,W/N Incorporating A Stop-Watch Facility With Automatic Windingwth Case Of Prcs Mtl/Of Mtl C","Nos",0.02,110.07,0.16
"2025-08-01","Nepal","NPL","524","Asia","142","Southern Asia","34","90189096","Lapr0Sc0Pe","Nos",4,0.1,0.01
"2020-07-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","84142020","Other Hand Air Pumps","Nos",0,0.54,0
"2019-01-01","Oman","OMN","512","Asia","142","Western Asia","145","85153990","Others","Nos",0.01,2.28,0
"2025-06-01","Israel","ISR","376","Asia","142","Western Asia","145","84733010","Prts And Accssrs Of Microprocessors","Nos",4,0,0
"2021-03-01","Singapore","SGP","702","Asia","142","South-eastern Asia","35","90229090","Others","Kgs",26.36,1259.62,1.73
"2024-05-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","72083840","Strips Of Flat-Rold Prdcts In Coils Of A Thckns>=3 But< 4.75Mm Hot-Rld,Excl.Pickl","Kgs",5174,0.06,0.01
"2017-12-01","Qatar","QAT","634","Asia","142","Western Asia","145","72091520","Sheets Of Flt Rld Prdcts In Coils Nt Frthrwrkd Thn Cold Rld Of Thckns >=3Mm","Kgs",0.5,0.97,0
"2019-01-01","Sri Lanka","LKA","144","Asia","142","Southern Asia","34","35019000","Caseinate Other Casein Drvts Andcasein Glues","Kgs",0.24,0.43,0
"2018-04-01","Maldives","MDV","462","Asia","142","Southern Asia","34","30032000","Other, Containing Antibiotics","Kgs",0,0.14,0
"2018-06-01","Bangladesh","BGD","50","Asia","142","Southern Asia","34","85073000","Nickel-Cadmium Accumulators","Nos",0.07,216.13,0.32
"2024-07-01","Taiwan, Province of China","TWN","158","Asia","142","Eastern Asia","30","19059020","Biscuits Nes Or Included","Kgs",5988,0.15,0.02
"2024-12-01","Sri Lanka","LKA","144","Asia","142","Southern Asia","34","4089900","Othr Birds Eggs Not In Sheel Not Dried","Kgs",24000,0.38,0.04
"2018-01-01","China","CHN","156","Asia","142","Eastern Asia","30","85045010","Choke Coils(Chokes)","Nos",10.54,4.07,0.01
"2018-08-01","Kazakhstan","KAZ","398","Asia","142","Central Asia","143","9101210","Powder","Kgs",3,3.26,0
"2024-12-01","Sri Lanka","LKA","144","Asia","142","Southern Asia","34","23099039","Other Peeds Of Fish","Kgs",313500,3.56,0.42
"2025-01-01","Kuwait","KWT","414","Asia","142","Western Asia","145","95069990","Other Sports Equipments","Nos",714,0.01,0
"2018-05-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","61062010","Blouse Etc Of Synthetic Fibres","Nos",2.71,6.71,0.01
"2018-01-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","73121030","Stranded Wire","Kgs",1316.63,821.14,1.29
"2019-05-01","Bahrain","BHR","48","Asia","142","Western Asia","145","85044010","Electric Inverters","Nos",0,2.96,0
"2021-04-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","70181090","Others","Kgs",6.44,24.67,0.03
"2019-01-01","Malaysia","MYS","458","Asia","142","South-eastern Asia","35","83024110","Fittings For Doors And Windows","Kgs",0.92,11.08,0.02
"2021-11-01","Israel","ISR","376","Asia","142","Western Asia","145","83024190","Othr Mountings Fittings And Smlr Artcls Suitable For Buildings N.E.S.","Kgs",3.38,28.83,0.04
"2021-06-01","Israel","ISR","376","Asia","142","Western Asia","145","52083290","Others","Sqm",638.52,1015.28,1.38
"2018-08-01","Japan","JPN","392","Asia","142","Eastern Asia","30","61046300","Trousers,Bib And Brace Overalls,Breeches And Shorts Of Synthetic Fibres","Nos",3.97,25.29,0.04
"2018-06-01","Sri Lanka","LKA","144","Asia","142","Southern Asia","34","95069960","Sports Nets","Nos",0.24,21.79,0.03
"2016-05-01","Oman","OMN","512","Asia","142","Western Asia","145","44190010","*Tableware Of Wood","Kgs",1.3,5.67,0.01
"2015-12-01","Sri Lanka","LKA","144","Asia","142","Southern Asia","34","87033120","*Three-Wheeled Vehicles Wth Cmprsn Igntn Wth Cylndr Cpcty < 1500Cc","Nos",0.13,131.17,0.2
"2019-08-01","Bhutan","BTN","64","Asia","142","Southern Asia","34","40069090","Others Forms And Articles Of Unvlcanised Rubber Excl. Camel Backstrips","Kgs",1.13,2.2,0
"2018-05-01","Afghanistan","AFG","4","Asia","142","Southern Asia","34","30049031","Promethazine, Chlorpheniramine, Astemizole And Ceteirizine","Kgs",1.49,7.57,0.01
"2020-03-01","Nepal","NPL","524","Asia","142","Southern Asia","34","33074900","Other Odoriferous Prpns Usd For Deodorizing Room (Excl Agarbatti)","Kgs",64.63,60.99,0.08
"2020-03-01","Timor-Leste","TLS","626","Asia","142","South-eastern Asia","35","48119099","Others","Kgs",0.06,0.01,""
"2018-07-01","Brunei Darussalam","BRN","96","Asia","142","South-eastern Asia","35","57050090","Othr Txtl Flr Cvrngs, W/N Made Up","Sqm",0.01,0.03,""
"2025-10-01","Indonesia","IDN","360","Asia","142","South-eastern Asia","35","84669200","Prts And Accssrs Fr Mchns Of Hdg No.8465","Nos",176,0.02,0
"2018-06-01","Lebanon","LBN","422","Asia","142","Western Asia","145","29319090","Other","Kgs",0,0.03,""
"2015-02-01","Israel","ISR","376","Asia","142","Western Asia","145","85423100","Monolithic Integrated Circuits - Digital","Nos",3.01,0.74,0
"2016-09-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","68159990","Others","Kgs",87.07,73.86,0.11
"2019-09-01","Bangladesh","BGD","50","Asia","142","Southern Asia","34","84198910","Pressure Vessels Reactors,Columns/Towers Or Chemical Storage Tanks","Nos",0,52.04,0.07
"2016-07-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","33013091","Flavouring Essences, All Types, Including Those For Liquors (Resinoids)","Kgs",6.72,46.78,0.07
"2016-05-01","Hong Kong","HKG","344","Asia","142","Eastern Asia","30","19024010","Unprepared Couscous W/N Prepared","Kgs",2.36,3.5,0.01
"2021-01-01","Maldives","MDV","462","Asia","142","Southern Asia","34","3072900","Scalops Chlamys Othr Than Live Frsh/Chlld And Frozen","Kgs",1,15.41,0.02
"2024-11-01","Yemen","YEM","887","Asia","142","Western Asia","145","39206919","Packag Film Of Othr Polyesters Nes","Kgs",24782,0.67,0.08
"2016-03-01","Republic of Korea","KOR","410","Asia","142","Eastern Asia","30","33059090","Othr Prpns For Use On Hair N.E.S.","Kgs",8,22.07,0.03
"2021-12-01","Nepal","NPL","524","Asia","142","Southern Asia","34","14049050","Indian Kaltha","Kgs",0.5,5,0.01
"2024-09-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","83022000","Castors","Kgs",25523,1.34,0.16
"2021-05-01","Bhutan","BTN","64","Asia","142","Southern Asia","34","64029910","All Rubber Ftwr","Prs",0.13,0.75,0
"2018-12-01","Taiwan, Province of China","TWN","158","Asia","142","Eastern Asia","30","90279090","Othr Parts And Accessors Of Hdg 9027","Kgs",0.02,0.51,0
"2021-05-01","Philippines","PHL","608","Asia","142","South-eastern Asia","35","32041973","Solvent Based Colouring Matters: Reds","Kgs",0.8,1.47,0
"2021-09-01","Singapore","SGP","702","Asia","142","South-eastern Asia","35","85015110","A.C. Squirrel Cage Induction Motors 3 Phase Type","Nos",0.05,2.71,0
"2016-03-01","Republic of Korea","KOR","410","Asia","142","Eastern Asia","30","73259999","Other Cast Articles Of Iron Or Steel N.E.S","Kgs",0.01,0.11,0
"2024-04-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","29153920","Bornyl Acetate And Iso Borbyl Acetate","Kgs",400,0.01,0
"2019-01-01","Lebanon","LBN","422","Asia","142","Western Asia","145","51123030","Dyed Wovn Fbrcs Mixed With Manmade Stapl Fibrs Of Comd Wool And Fine Anml Hair","Sqm",5.29,17.87,0.03
"2020-01-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","85049090","Prts Of Othr Electric Pwr Mchnry Of Hd8504Power Machinery Of Hdg 8504","Kgs",1.56,43.68,0.06
"2025-03-01","Republic of Korea","KOR","410","Asia","142","Eastern Asia","30","64039920","Leather Sandals With Plastc/Synthtc Sole","Prs",15,0,0
"2021-02-01","Indonesia","IDN","360","Asia","142","South-eastern Asia","35","73121020","Wire Ropes,Galvanised","Kgs",94,158.72,0.22
"2017-05-01","Israel","ISR","376","Asia","142","Western Asia","145","29054400","D-Glucitol (Sorbitol)","Kgs",12,3.29,0.01
"2018-08-01","Malaysia","MYS","458","Asia","142","South-eastern Asia","35","82032000","Pliers,Pincers,Tweezers And Smrl Tools","Kgs",0.44,1.04,0
"2025-03-01","Philippines","PHL","608","Asia","142","South-eastern Asia","35","61071100","Underpants And Briefs Of Cotton","Nos",1167,0.01,0
"2025-07-01","China","CHN","156","Asia","142","Eastern Asia","30","39079150","Poly (Butylene Terepthalate) Unsaturated","Kgs",266000,13.78,1.6
"2017-02-01","Oman","OMN","512","Asia","142","Western Asia","145","48193000","Sacks ,Bags Width Of Base 40 Cm And Above","Kgs",0.7,0.73,0
"2019-12-01","Islamic Republic of Iran","IRN","364","Asia","142","Southern Asia","34","38089250","Copper Oxychloride","Kgs",20,42.3,0.06
"2018-06-01","Azerbaijan","AZE","31","Asia","142","Western Asia","145","30022029","*Other Mixed Vaccine","Kgs",1.5,184.11,0.27
"2015-03-01","Philippines","PHL","608","Asia","142","South-eastern Asia","35","90259000","Parts And Accssrs Of Instruments Of Hdg 9025","Kgs",0,0.17,0
"2024-10-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","69109000","Othr Sanitary Fixtures(Excl Of Porcelain)","Kgs",26195,0.12,0.01
"2020-05-01","Nepal","NPL","524","Asia","142","Southern Asia","34","85152900","Othr Mchns And Apprts Fr Resistance Welding Of Metal","Nos",0.18,3.55,0
"2016-01-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","85381090","Bords,Panels,Consoles Etc.Fr Othr Use","Nos",60.27,218.41,0.32
"2025-01-01","Maldives","MDV","462","Asia","142","Southern Asia","34","9042110","Of Genus Capsicum","Kgs",8971,0.24,0.03
"2024-09-01","Taiwan, Province of China","TWN","158","Asia","142","Eastern Asia","30","6029030","Plant For Tissue Culture","Kgs",33,0.05,0.01
"2016-10-01","Republic of Korea","KOR","410","Asia","142","Eastern Asia","30","85392120","Other Halogen Lamps For Automobiles","Nos",40,13.47,0.02
"2017-02-01","Taiwan, Province of China","TWN","158","Asia","142","Eastern Asia","30","84818090","Others","Kgs",0.62,9.27,0.01
"2020-09-01","Bahrain","BHR","48","Asia","142","Western Asia","145","90181100","Electro-Cardiographs","Nos",0,0.23,0
"2016-07-01","China","CHN","156","Asia","142","Eastern Asia","30","52093190","Others","Sqm",2.47,5.53,0.01
"2017-03-01","Oman","OMN","512","Asia","142","Western Asia","145","10062000","Husked (Brown) Rice","Kgs",44,19.69,0.03
"2016-10-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","53091910","Dyed Flax Wovn Fabrcs Contng Flax >= 85%","Sqm",27.05,69.87,0.1
"2015-01-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","85068090","Others","Nos",0.18,9.15,0.01
"2020-10-01","Viet Nam","VNM","704","Asia","142","South-eastern Asia","35","29420090","Other Diloxanide Furoate, Cimetidine, Famotidine Nes","Kgs",6.6,608.07,0.83
"2016-09-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","39211310","Pltes Etc Of Polyurethanes Flexible","Kgs",24.69,80.28,0.12
"2020-01-01","Singapore","SGP","702","Asia","142","South-eastern Asia","35","69022010","Silica Bricks And Shapes","Ton",0.13,20.76,0.03
"2024-11-01","Bhutan","BTN","64","Asia","142","Southern Asia","34","60053790","Other, Dyed - Others","Kgs",133,0,0
"2020-02-01","Bangladesh","BGD","50","Asia","142","Southern Asia","34","39219099","Othr Plts,Shts,Film Foil,Strip Etc Nes Other","Kgs",13.95,21,0.03
"2024-05-01","Bangladesh","BGD","50","Asia","142","Southern Asia","34","29411030","Amoxycilline And Its Salts","Kgs",1000,0.3,0.04
"2019-08-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","39206290","Pltes Shts Of Plyethyln Terephthalte Nes","Kgs",56.21,97.81,0.14
"2015-10-01","United Arab Emirates","ARE","784","Asia","142","Western Asia","145","39209939","Plate Sheet Film Foil And Strip Of Copolymerof Vinyl Chlorideand Acetate Other","Kgs",54.99,116.48,0.18
"2018-02-01","Jordan","JOR","400","Asia","142","Western Asia","145","40118000","Of A Kind Used On Construction, Mining Or Industrial Handling Vehicles And Machines","Nos",0.23,14.81,0.02
"2016-07-01","Oman","OMN","512","Asia","142","Western Asia","145","29181200","Tartaric Acid","Kgs",0.81,4.22,0.01
"2017-12-01","China","CHN","156","Asia","142","Eastern Asia","30","90248010","For Testing Textiles, Paper And Paperboard","Nos",0.01,11.61,0.02
"2019-02-01","China","CHN","156","Asia","142","Eastern Asia","30","84082020","Engines Of Cylndr Cpcty>250 Cc","Nos",0.01,22.78,0.03
"2017-06-01","Saudi Arabia","SAU","682","Asia","142","Western Asia","145","42021990","Others","Nos",0.45,4.26,0.01
"2017-09-01","Thailand","THA","764","Asia","142","South-eastern Asia","35","29151290","Other Salts Of Formic Acid","Kgs",0,0.01,""
"2021-05-01","Hong Kong","HKG","344","Asia","142","Eastern Asia","30","30022023","*Mixed Vaccines For M.M.R.","Kgs",0.04,5.37,0.01
"2021-12-01","Thailand","THA","764","Asia","142","South-eastern Asia","35","87141090","Parts And Accessories Of Motorcycle Excl. Saddle","Kgs",36.36,496.52,0.66
"2016-03-01","Nepal","NPL","524","Asia","142","Southern Asia","34","87019090","*Other Tractors","Nos",0.76,3960.28,5.91
"2017-02-01","Brunei Darussalam","BRN","96","Asia","142","South-eastern Asia","35","87033291","Motor Car Cylndr Cpcty>1500 Cc Bt<=2500 Ccwth Cmprsn Igntn","Nos",0.01,45.69,0.07
"2015-03-01","Indonesia","IDN","360","Asia","142","South-eastern Asia","35","98059000","Others","Kgs",0.06,0.49,0
"2018-11-01","Japan","JPN","392","Asia","142","Eastern Asia","30","85258020","Digital Cameras","Nos",0,2.12,0
"2021-10-01","Nepal","NPL","524","Asia","142","Southern Asia","34","39229000","Othr Sanitary Articles","Kgs",20.99,68.4,0.09
